date,city,city_name,actual_high_temp,actual_low_temp,actual_mean_temp,pressure_msl,wind_speed,wind_direction,wind_gusts,precipitation,rain,humidity,dewpoint,cloudcover,sunshine_hours,wind_from_north,wind_from_south,wind_from_east,wind_from_west,pressure_change_24h,temp_range,ecmwf_forecast,gfs_forecast,gdps_forecast,icon_forecast,nws_forecast,ensemble_mean,ensemble_spread,model_disagreement,nws_vs_ensemble,best_model
2020-01-01,CHI,Chicago (Midway),41.6,20.6,31.4,1007.9,18.7,211,32.7,0.0,0.0,70,22.3,23,8.051805555555555,0,1,0,0,,21.0,42.34507122951685,41.323471397657634,42.895377076201385,43.88454478461204,41.01461656319166,42.612116121996976,0.9261789338173931,0.6512714234981744,1.5974995588053176,42.34507122951685
2020-01-02,CHI,Chicago (Midway),49.7,36.7,42.2,1002.6,17.3,215,30.2,0.0,0.0,68,32.0,49,7.620113888888889,0,1,0,0,-5.2999999999999545,13.0,49.34879456457623,52.85842563101478,51.23486945830582,48.99578842109757,51.056400108964915,50.60946951874861,1.5525943372538857,1.4341363399160045,0.4469305902163043,49.34879456457623
2020-01-03,CHI,Chicago (Midway),40.2,31.7,36.3,1010.1,6.5,348,11.2,0.0,0.0,84,31.7,80,1.187325,1,0,0,0,7.5,8.500000000000004,39.50487346078131,39.268540492859486,40.68392454313207,37.330079633013305,35.887705418717424,39.196854532446544,1.2037691098137402,0.6190787722527066,3.30914911372912,39.50487346078131
2020-01-04,CHI,Chicago (Midway),35.4,27.6,31.4,1016.6,11.8,311,22.4,0.071,0.0,72,23.3,92,2.7345055555555557,0,0,0,1,6.5,7.799999999999997,34.55656870613854,33.37433775933115,36.02849466519054,34.03796388671818,31.86924074666177,34.49934125434461,0.9772521519918714,1.0857043244641484,2.6301005076828368,34.55656870613854
2020-01-05,CHI,Chicago (Midway),45.6,22.7,32.3,1016.5,20.6,232,38.0,0.024,0.0,72,24.1,46,5.002025000000001,0,0,0,1,-0.1000000000000227,22.9,47.79847315338233,45.14844739902693,45.73505640937585,43.46287772067981,44.23904318868704,45.536213670616235,1.5497129609062763,1.136487536677801,1.297170481929193,47.79847315338233
2020-01-06,CHI,Chicago (Midway),40.1,25.4,32.3,1021.0,12.8,255,23.7,0.0,0.0,61,20.2,56,8.0,0,0,0,1,4.5,14.700000000000005,40.2663838845648,37.7980128451554,40.85139603669135,39.19904196512179,39.37076562551681,39.528708682883334,1.1616426695231963,1.323221813969603,0.15794305736652348,40.2663838845648
2020-01-07,CHI,Chicago (Midway),41.2,27.1,33.2,1017.0,14.1,259,28.0,0.004,0.0,65,22.7,62,7.326308333333333,0,0,0,1,-4.0,14.1,40.29744008165591,44.904556369017875,41.17300555052414,39.613433606566154,43.256362280257974,41.49710890194102,2.043476151075539,1.9976821815558496,1.7592533783169557,40.29744008165591
2020-01-08,CHI,Chicago (Midway),28.9,16.1,21.6,1028.5,14.6,329,25.5,0.0,0.0,53,6.9,15,8.073919444444444,1,0,0,0,11.5,12.799999999999995,27.068734525043464,29.31772719000951,24.98065975224045,26.907720926652352,29.392153089672806,27.068710598486447,1.5365504905847038,1.7710065632491512,2.323442491186359,27.068734525043464
2020-01-09,CHI,Chicago (Midway),49.8,22.2,38.9,1019.0,22.8,183,40.0,0.02,0.02,60,25.9,89,0.2076805555555555,0,1,0,0,-9.5,27.6,50.90769986999311,50.14273656237994,49.56870343522352,49.34834445661606,46.10369502408143,49.99187108105316,0.6030547522703851,0.5484923118465682,3.88817605697173,50.90769986999311
2020-01-10,CHI,Chicago (Midway),47.8,37.0,42.9,1017.6,17.5,344,32.7,0.445,0.445,96,41.8,97,0.0,1,0,0,0,-1.3999999999999773,10.799999999999995,46.720233687407934,46.878722458080425,49.91424445243783,48.31542743435269,43.39239961159316,47.95715700806972,1.2895298894422598,1.4697398573966782,4.564757396476558,46.720233687407934
2020-01-11,CHI,Chicago (Midway),36.9,30.7,33.5,1011.9,23.7,16,45.0,1.453,1.217,88,30.4,100,0.0,1,0,0,0,-5.7000000000000455,6.199999999999999,37.38612595409219,36.129835439167366,35.546155999388084,37.8175144332613,39.47749880623988,36.719907956477236,0.91848593221119,0.7677121118785339,2.757590849762643,37.38612595409219
2020-01-12,CHI,Chicago (Midway),31.7,23.8,28.3,1024.6,11.3,360,22.4,0.016,0.0,83,23.8,98,0.4386833333333333,1,0,0,0,12.699999999999932,7.899999999999999,33.096920178674296,30.021564953554723,31.081575248297572,32.196895147105344,34.1388628178059,31.599238881907986,1.15728917516125,1.2755411389343845,2.5396239358979145,33.096920178674296
2020-01-13,CHI,Chicago (Midway),33.5,29.0,31.5,1026.1,9.8,208,17.2,0.0,0.0,84,27.0,93,3.868013888888889,0,1,0,0,1.5,4.5,32.781238643232065,33.12868204667237,31.287330051987944,31.705690063878993,35.531314555985496,32.22573520144284,0.7541465787194319,0.7988225338942784,3.305579354542658,32.781238643232065
2020-01-14,CHI,Chicago (Midway),43.9,28.1,35.0,1020.5,15.9,227,30.4,0.0,0.0,87,31.3,57,3.9399888888888888,0,0,0,1,-5.599999999999909,15.799999999999995,45.934360042856234,43.75597975683933,45.90706579578405,44.44245403757145,42.28720061348719,45.009964908262766,0.9425820541993706,1.0205258335982814,2.7227642947755797,45.934360042856234
2020-01-15,CHI,Chicago (Midway),36.7,25.1,31.5,1020.4,12.2,355,20.8,0.031,0.031,94,30.0,67,0.0,1,0,0,0,-0.1000000000000227,11.6,37.242093408262626,39.77607313293194,36.6283479217801,39.04696548372101,30.15063723977564,38.17336998667392,1.2831792269586244,1.3624288267703615,8.022732746898278,37.242093408262626
2020-01-16,CHI,Chicago (Midway),30.8,15.3,21.9,1037.2,14.8,304,26.8,0.0,0.0,56,7.9,45,8.260863888888888,0,0,0,1,16.800000000000068,15.5,32.03285375656284,30.974094136476342,30.201985299068266,30.937641164803253,25.83107771349777,31.036643589227676,0.652457483847642,0.750496376375729,5.205565875729906,32.03285375656284
2020-01-17,CHI,Chicago (Midway),29.0,15.3,24.3,1038.4,17.4,115,31.3,0.244,0.0,62,12.5,99,1.8020194444444448,0,0,1,0,1.2000000000000457,13.7,28.670492168243733,29.714225143023494,31.955788089483033,28.22259467258953,26.97876599276703,29.64077501833495,1.441992089319752,1.3706102556361348,2.6620090255679187,28.670492168243733
2020-01-18,CHI,Chicago (Midway),35.9,9.2,27.3,1012.4,23.7,236,42.1,0.378,0.323,83,22.7,99,0.0,0,0,0,1,-26.000000000000117,26.7,35.14736443462319,37.73080423540415,36.55750221931937,35.10535969434944,37.18316858278339,36.135257645924035,1.0909493785867515,1.0561611512683098,1.0479109368593527,35.14736443462319
